loan_amnt,installment,grade,emp_length,annual_inc,loan_status,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,pub_rec_bankruptcies,fico_average,term_ 60 months,home_ownership_NONE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,verification_status_Source Verified,verification_status_Verified,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,purpose_wedding
2000,62.44,1,2,51000.0,0,6.45,0,3,6,0,0,0.0,20,0.0,752.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20000,679.37,3,5,100000.0,0,18.81,0,6,19,0,0,0.0,34,0.0,747.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9000,285.95,1,11,54000.0,0,9.38,0,1,12,0,59968,74.6,20,0.0,742.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
16000,530.15,2,8,41196.0,0,10.75,0,2,12,0,16849,39.8,30,0.0,727.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16000,538.14,3,2,52000.0,0,12.48,0,0,9,0,15499,74.9,25,0.0,712.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13200,441.76,2,3,46596.0,0,7.98,0,1,15,0,10683,70.3,23,0.0,712.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
12000,401.6,2,11,60000.0,1,19.32,0,1,7,0,14855,82.1,22,0.0,717.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12000,381.26,1,3,56628.0,0,7.42,0,0,11,0,7141,24.3,18,0.0,757.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20000,662.68,2,1,129000.0,0,16.51,0,0,13,0,23727,31.3,31,0.0,732.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4500,158.99,5,2,75000.0,0,12.94,1,1,5,0,2453,94.3,22,0.0,667.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10000,343.06,3,3,94500.0,0,11.63,0,3,10,0,63567,70.2,28,0.0,742.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4575,150.84,2,4,17000.0,0,18.14,0,0,4,0,10934,65.5,8,0.0,732.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2400,76.26,1,10,22790.0,0,17.06,0,0,3,0,8043,29.2,21,0.0,772.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5000,169.01,3,5,39500.0,0,1.12,0,1,5,0,1536,15.8,9,0.0,682.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,710.03,5,3,90000.0,0,21.8,0,0,25,0,39926,78.3,57,0.0,697.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
11750,409.08,4,2,50004.0,0,22.51,0,3,7,0,32470,87.5,24,0.0,667.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8000,273.1,3,1,37732.83,1,5.88,0,2,5,0,2195,24.1,16,0.0,772.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12000,395.63,2,2,50000.0,0,13.87,0,2,15,0,15684,42.4,34,0.0,727.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4000,133.87,2,5,55000.0,0,3.01,0,0,4,0,3888,74.8,9,0.0,702.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20000,689.51,4,3,115000.0,0,1.82,0,2,25,0,1,0.0,53,0.0,767.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
10000,312.19,1,3,37000.0,0,16.02,0,0,6,0,15520,52.6,32,0.0,772.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,317.72,1,4,117000.0,0,7.88,0,1,13,0,27400,44.1,32,0.0,737.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6775,214.16,1,11,116004.0,0,0.89,0,0,7,0,1890,2.3,12,0.0,807.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9600,322.88,3,5,115000.0,0,24.56,1,1,15,0,49128,61.4,36,0.0,692.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7000,221.28,1,3,40000.0,0,6.87,0,2,12,0,7136,21.3,25,0.0,747.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1600,54.62,3,10,72000.0,0,17.65,0,0,21,0,40106,80.4,34,0.0,667.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9000,304.21,3,10,90900.0,0,9.81,1,1,8,0,19262,85.6,34,0.0,692.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9000,302.7,3,1,67092.0,0,15.85,0,3,9,0,22002,81.2,18,0.0,692.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1500,51.72,4,2,48000.0,0,7.25,1,2,8,0,3820,93.2,18,0.0,667.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8800,290.13,2,5,36996.0,0,10.12,0,0,11,0,13884,38.7,18,0.0,722.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20000,713.49,5,2,180000.0,0,10.9,0,2,10,1,51497,90.3,16,0.0,677.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
17800,628.86,5,2,85000.0,0,19.23,0,1,18,0,20300,78.7,29,0.0,667.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
12000,397.61,2,11,91234.2,0,6.67,0,4,5,0,11107,42.6,10,0.0,747.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2500,84.51,3,2,90000.0,0,1.31,0,0,12,0,18373,0.0,22,0.0,787.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8500,270.06,1,5,51000.0,0,14.26,0,2,7,0,9304,49.8,10,0.0,737.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5000,167.34,2,1,20004.0,0,11.04,0,0,5,0,6361,34.7,8,0.0,707.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8000,249.75,1,1,50000.0,0,12.58,0,1,14,0,4071,8.7,19,0.0,782.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15000,494.53,2,11,115000.0,0,22.88,0,0,9,0,50282,10.9,25,0.0,737.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2500,83.67,2,3,57996.0,0,16.41,0,3,12,0,22107,80.1,31,0.0,682.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6000,220.33,6,5,68250.0,0,16.81,0,1,6,0,7843,98.0,6,0.0,662.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7000,218.54,1,5,30000.0,0,8.28,0,0,9,0,0,0.0,46,0.0,777.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6000,189.67,1,5,54000.0,0,11.98,0,0,7,0,10275,43.9,30,0.0,742.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12000,417.79,4,3,73558.0,0,10.39,0,1,19,0,2577,6.3,19,0.0,742.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5000,164.85,2,1,105000.0,0,15.55,0,1,9,0,29097,79.7,35,0.0,707.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4500,149.11,2,11,56000.0,0,15.39,0,0,9,0,4624,17.6,20,0.0,707.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6000,189.67,1,11,57996.0,0,8.61,0,1,10,0,19397,38.3,18,0.0,732.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7000,242.52,4,10,47000.0,0,21.8,2,1,11,0,6699,64.9,16,0.0,672.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10000,344.76,4,1,30000.0,0,11.36,2,1,8,0,10544,57.0,12,0.0,672.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2000,65.61,2,3,37000.0,0,17.51,1,0,13,0,22624,65.4,36,0.0,707.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8000,278.53,4,4,97000.0,0,13.32,0,0,10,0,6637,61.8,23,0.0,662.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14400,472.38,2,8,65000.0,0,15.82,1,2,16,0,8799,34.5,44,0.0,742.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15000,519.68,4,2,171996.0,0,10.49,0,2,21,0,2079,36.5,35,0.0,677.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6000,214.05,5,1,50000.0,0,9.96,0,0,6,0,8599,91.6,8,0.0,682.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9800,309.78,1,8,48000.0,0,13.5,0,0,9,0,10216,20.9,19,0.0,757.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13200,435.19,2,6,42200.0,0,13.79,0,0,22,0,36646,32.5,55,0.0,747.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8000,262.43,2,5,55000.0,0,18.89,1,1,14,0,36269,41.6,27,0.0,722.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12000,393.65,2,3,62000.0,0,5.52,0,2,5,0,14313,46.2,21,0.0,757.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15000,494.53,2,6,150000.0,0,6.42,0,0,12,0,10818,50.8,38,0.0,732.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20000,676.02,3,11,72893.0,0,20.31,0,0,21,0,67342,58.6,30,0.0,707.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3500,111.21,1,1,28000.0,0,1.71,0,1,5,0,2697,69.2,11,0.0,727.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13000,430.75,2,2,37800.0,0,16.25,0,0,3,0,3495,26.3,9,0.0,772.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14075,464.04,2,3,27996.0,1,16.33,0,1,10,0,18496,42.6,13,0.0,727.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20000,679.37,3,4,72000.0,0,23.22,0,1,15,0,46881,62.9,45,0.0,702.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7000,249.72,5,1,40000.0,1,6.9,1,1,7,0,5035,76.0,13,0.0,702.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20000,662.68,2,2,54000.0,0,5.0,0,0,5,0,22872,66.9,17,0.0,757.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
19000,648.61,3,11,85000.0,0,12.9,0,2,7,0,7541,82.0,14,0.0,692.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20000,659.37,2,1,200000.0,0,6.97,0,2,19,0,1719,2.8,54,0.0,777.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
19000,623.27,2,11,65412.0,0,21.56,0,0,9,0,3526,7.8,28,0.0,787.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15000,499.5,2,11,78408.0,0,18.26,0,3,8,0,32207,61.7,32,0.0,717.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3000,94.84,1,6,50004.0,0,3.72,0,0,4,0,7074,28.3,24,0.0,767.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4000,132.54,2,2,60000.0,0,8.44,1,0,8,0,8459,63.1,14,0.0,707.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6000,200.8,2,4,36000.0,0,19.0,1,0,8,0,7333,34.7,12,0.0,687.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
20000,682.74,3,11,79701.0,0,17.09,0,0,10,0,26379,79.9,17,0.0,697.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
14000,442.55,1,7,62004.0,0,11.11,0,2,20,0,15647,11.3,34,0.0,802.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8500,283.05,2,5,81400.0,0,6.8,1,0,11,0,58907,58.7,31,0.0,707.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7500,234.14,1,8,28000.0,0,22.37,0,0,14,0,9800,17.7,20,0.0,782.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4000,127.09,1,5,65000.0,1,12.24,0,4,7,0,8782,38.3,8,0.0,742.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,713.49,5,2,60000.0,0,17.4,0,2,8,0,23595,86.7,21,0.0,672.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7500,249.75,2,7,80000.0,0,9.04,0,1,3,0,7431,50.5,11,0.0,742.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18000,599.4,2,7,44000.0,1,20.24,0,2,6,0,10358,80.9,18,0.0,717.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2000,67.61,3,1,4000.0,0,6.0,0,2,6,0,598,54.4,6,0.0,697.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5500,189.62,4,5,78792.0,0,8.04,0,1,6,0,7841,94.5,11,0.0,672.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9000,285.95,1,10,120000.0,0,12.44,0,3,10,0,43488,68.3,36,0.0,742.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2500,89.19,5,11,69736.0,0,0.0,1,0,3,0,0,0.0,27,0.0,697.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4200,143.38,3,3,19000.0,0,23.05,0,1,5,0,4483,83.0,5,0.0,682.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,659.37,2,1,50000.0,0,23.52,0,1,11,0,24123,58.1,21,0.0,747.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,317.72,1,11,75000.0,0,23.64,0,0,18,0,39304,33.9,31,0.0,737.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4000,124.88,1,5,34000.0,0,15.6,0,1,13,0,866,2.4,34,0.0,772.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4900,160.74,2,3,54096.0,0,24.38,0,1,13,0,10378,49.2,29,0.0,712.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
20000,716.95,5,11,45000.0,0,0.32,0,0,5,0,589,3.8,8,0.0,712.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12000,381.26,1,8,110000.0,0,7.3,0,0,7,0,1,0.1,24,0.0,807.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20000,662.68,2,2,85000.0,1,24.27,0,3,9,0,43878,66.6,21,0.0,737.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12000,381.26,1,5,125000.0,0,8.85,0,0,9,0,22949,46.7,29,0.0,757.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20000,676.02,3,7,105000.0,1,24.89,0,0,17,0,63861,65.1,59,0.0,707.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20000,689.51,4,3,100000.0,0,22.55,2,0,18,0,25920,36.8,48,0.0,677.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,329.69,2,10,75000.0,0,21.81,0,3,10,1,12443,42.6,37,1.0,717.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
10500,333.61,1,3,30000.0,0,2.84,0,1,10,0,3257,15.1,18,0.0,762.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10000,363.7,6,4,85000.0,0,12.51,0,0,7,0,12337,96.4,11,0.0,667.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4000,140.63,4,3,67000.0,0,14.61,0,1,3,0,1478,73.9,18,0.0,677.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,351.58,4,4,66847.3,0,10.3,1,1,10,0,15735,87.8,15,0.0,662.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10250,337.93,2,5,80000.0,1,11.13,0,1,13,0,7268,24.9,29,0.0,752.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7000,218.54,1,1,180000.0,0,4.31,0,3,6,0,205,0.6,26,0.0,787.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
10000,317.72,1,11,62000.0,0,13.28,0,2,6,0,7107,20.0,29,0.0,747.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5500,173.86,1,2,42312.0,0,12.11,0,0,5,0,39,0.3,14,0.0,782.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15850,543.75,3,9,50000.0,0,22.66,0,3,13,0,16643,63.8,20,0.0,682.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9000,295.24,2,10,72000.0,0,9.87,0,3,14,0,23255,45.1,63,0.0,732.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15000,524.8,4,11,322400.0,0,15.58,0,1,20,0,17057,82.4,53,0.0,672.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20000,619.5,5,11,62000.0,0,22.06,0,1,13,0,24971,61.4,33,0.0,672.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5000,169.85,3,9,50532.0,0,14.75,1,0,6,0,0,0.0,19,0.0,687.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
10000,317.72,1,9,180000.0,1,4.33,0,3,9,0,1341,12.1,15,0.0,742.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7000,231.94,2,1,65000.0,0,23.39,0,1,12,0,14425,41.9,19,0.0,712.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5000,164.02,2,2,30000.0,0,14.48,0,0,4,0,135,1.8,4,0.0,762.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6000,190.63,1,6,60000.0,0,22.48,0,4,13,0,7056,27.9,23,0.0,742.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12000,408.79,3,3,60000.0,0,23.14,0,1,6,0,15481,96.1,8,0.0,702.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20000,669.33,2,6,124000.0,1,1.61,0,4,4,0,2757,0.0,6,0.0,772.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20000,659.37,2,8,250000.0,0,6.89,0,1,12,0,18068,42.7,32,0.0,762.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
12000,401.6,2,7,74000.0,0,8.29,0,2,7,0,4358,46.4,13,0.0,707.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6125,191.22,1,1,75400.0,0,12.86,0,1,7,0,5583,12.5,15,0.0,757.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2800,86.97,1,2,8000.0,0,15.15,0,0,6,0,2146,20.2,16,0.0,752.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15600,522.08,2,3,84996.0,1,9.05,0,0,9,0,5760,22.5,12,0.0,717.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
13300,467.6,4,8,39875.0,0,4.6,0,0,7,0,11086,79.2,14,0.0,667.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6700,229.85,3,3,31200.0,0,10.08,1,0,4,0,6007,34.1,9,0.0,677.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20000,713.49,5,10,186462.0,1,12.5,0,0,10,0,21048,58.1,22,0.0,702.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10000,338.01,3,3,32000.0,0,3.6,0,0,3,0,0,0.04,15,0.0,777.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15000,499.5,2,6,91000.0,1,0.01,0,4,4,0,6321,12.3,10,0.0,782.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6500,226.3,4,4,40100.0,0,23.64,0,0,16,0,17512,90.3,34,0.0,672.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
12000,381.26,1,11,100000.0,0,11.27,0,1,11,0,23270,41.0,40,0.0,747.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6200,211.65,3,2,42500.0,0,24.04,0,3,5,0,665,10.6,6,0.0,747.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10000,316.11,1,11,122004.0,0,2.85,0,3,9,0,16,0.0,22,0.0,792.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4700,160.45,3,6,27500.0,0,21.6,0,0,6,1,2960,82.2,17,1.0,667.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4500,139.77,1,9,86854.0,0,14.18,0,0,8,0,5254,11.6,15,0.0,797.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4200,138.47,2,3,65000.0,0,11.11,0,0,5,0,4351,76.3,12,0.0,722.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1600,54.89,3,2,48000.0,0,16.15,0,2,5,0,1587,41.8,9,0.0,667.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5000,172.38,4,6,95000.0,1,0.25,1,0,4,0,521,57.9,11,0.0,697.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3600,113.8,1,2,40000.0,0,10.32,2,0,6,0,3376,49.3,19,0.0,727.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20000,659.37,2,7,71874.0,0,11.37,0,0,8,0,26967,63.0,23,0.0,747.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20000,689.51,4,8,125000.0,0,14.19,0,0,19,0,31076,79.7,52,0.0,687.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7000,218.54,1,11,47500.0,0,17.81,0,1,9,0,7125,34.4,22,0.0,752.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3000,105.48,4,2,22000.0,1,6.71,0,0,4,0,2196,99.8,6,0.0,697.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15000,497.01,2,6,31200.0,0,13.04,0,0,6,0,16566,43.0,11,0.0,727.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
10000,312.19,1,11,48000.0,0,2.38,0,0,7,0,4650,14.1,23,0.0,797.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8000,271.75,3,1,72000.0,0,14.28,0,1,7,0,8180,88.1,17,0.0,682.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
20000,662.68,2,2,90000.0,0,14.55,0,0,9,0,24839,81.2,34,0.0,737.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6000,200.8,2,4,125000.0,0,11.11,0,0,19,0,19058,41.8,48,0.0,687.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20000,662.68,2,6,50004.0,0,21.48,0,0,8,0,32556,82.0,27,0.0,737.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12500,395.13,1,11,135996.0,0,5.87,0,3,6,0,5068,16.6,21,0.0,772.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20000,676.02,3,10,85000.0,0,16.63,0,2,12,0,25299,58.2,48,0.0,707.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
19800,652.78,2,11,116000.0,0,1.29,0,0,7,0,4110,34.5,20,0.0,767.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6500,229.64,5,1,21840.0,0,8.74,0,3,4,0,6467,82.9,8,0.0,677.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1000,34.65,4,2,37000.0,0,18.26,0,0,6,0,3150,54.3,13,0.0,667.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15000,499.5,2,5,52000.0,0,8.88,0,0,4,0,9184,50.5,19,0.0,747.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
12300,411.64,2,2,31200.0,0,22.12,0,0,7,0,14537,77.3,13,0.0,702.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,336.34,3,5,100000.0,0,15.67,0,3,9,0,32268,73.0,18,0.0,692.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2000,63.23,1,11,188004.0,0,8.55,0,0,10,0,26702,75.0,21,0.0,722.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5000,156.1,1,9,39500.0,0,10.27,0,2,5,0,2629,8.8,20,0.0,797.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4500,142.98,1,5,100000.0,0,9.6,0,3,22,0,50284,32.6,49,0.0,752.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17500,579.85,2,4,78948.0,0,0.3,0,4,7,0,209,1.2,35,0.0,752.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
